abad;abad,jaman
umpama;ibaghat,kittubang,mesal
umpan;uppan,pan
umpat;upok,opok
umpet;segok,jemamuk
umum;segok,umum
umur;umugh,omogh
undi;undi,lotghi
undur;undugh
unggul;unggul
unggun;jeghawwan
ungkap;cawa,ghanggou
ungkit;cukkil,bucak
ungsi;malih,pendah
ungu;ungu
unjuk;jajak,kenai,culuk
unnta;tou,utta
untuk;haga,guwai,bagei,gonou,pakaki,maknhi
untung;uttung,tung
upacara;begawei
upah;pengeni,upah,opah
upaa;upayou,usahou
urai;babbagh,bokak
urap;babulung,oghap
urat;uyak,oyak
urine;yoh
urung;ughung,batal
urus;ughus,uyun
urut;ayit
usaha;usaha,sepok,ghiuyak
usai;ghadu,gibagh,gelek
using;tumbai,kaksaka,using,jebbey
usap;pusau,lap,sapeu
usia;unug,omor
usil;gussing
usir;usigh,tundung
usul;paghkuli,peghetok
usus;isau,tenahhi,usus
usut;sepok,usut,sesak
utama;utamou
utang;hutang,sakkuktan,otang
utara;utagho
utuh;makmeluang,utuh
utus;kayun,kayin
uzur;halangan,husugh
wabah;habah
wadah;pakai
waduk;bumbun,ham
wafat;mati,maklagi,ninggal
wahyu;wahyu
wajah;pudak,opou
wajar;sdong,biaso,pantas
wajib;musti,mesti
wajik;wajik
wakaf;wakap
wakil;wakil,pembaghep,gatti
waktu;watteu,waktu
walu;najin,walau,lamen
walhasil;walhasil
wali;wallei
wangi;meghum,ghum
wanuta;bebai,sebai,bai-bai
waras;munyayan,sehat,waghas
warawiri;munggakmedoh,waghawighei
warga;waghgou
waris;openinggalan,waghus
warna;keliyak,ghupa,cugha
warta;kabagh,beghito
wartawan;wagtwan
warung;waghung,kedai
wasiat;wasiat
wasit;wasit,hakim
waspada;ngeghaghaba,atei-atei
was-was;was-was
watak;sipat,lelakun
wates;hattak,langan,bates
wawancara;bebalah
wayang;wayang(pusik)
wibawa;sembahawa,kuaso
wilayah;wilayah,sekitegh
wirid;wighid
wiron;wighon
ya;payu,yu,ya,yeu
yaitu;yaddodia
yakin;yakin,pegcaya
yang;sai,si
yatim;haghuk,aghuk
zaman;jaman
zakat;jakat,jekkeat
ziarah;ngeghuwah,siaghah,lemuwah
zikir;zikigh
zina;meghidang,mukah
zuhud;zuhud
zohor;luhugh
